,,0
-57,-38,58651.0
43,47,58648.0
-73,48,58646.0
-99,27,58626.0
-100,30,58616.0
24,-35,58582.0
138,-3,58571.0
57,65,58563.0
143,44,58474.0
32,5,58427.0
46,50,58402.0
-69,47,58366.0
-97,37,58362.0
39,0,58260.0
-65,17,58237.0
54,23,58187.0
-71,-14,58186.0
123,14,58137.0
38,27,58081.0
117,44,58012.0
102,46,57989.0
123,-1,57888.0
171,-45,57886.0
-71,-29,57864.0
56,51,57820.0
28,14,57820.0
-95,47,57731.0
11,63,57712.0
-60,-16,57680.0
87,29,57557.0
123,52,57528.0
-10,51,57459.0
26,8,57442.0
99,35,57410.0
67,41,57407.0
-90,19,57385.0
120,45,57346.0
68,54,57317.0
-99,24,57251.0
95,41,57248.0
21,63,57239.0
-14,14,57146.0
-119,45,57122.0
26,37,57105.0
22,-28,57047.0
18,-18,57030.0
-41,-22,57012.0
134,46,57000.0
35,11,56965.0
24,64,56964.0
97,30,56940.0
8,43,56930.0
107,17,56927.0
90,46,56927.0
69,61,56824.0
-64,-29,56709.0
-80,48,56581.0
57,55,56541.0
-74,-5,56537.0
25,66,56456.0
119,48,56384.0
96,56,56264.0
112,-4,56262.0
-112,25,56243.0
31,-23,56156.0
-115,52,56144.0
-13,22,56138.0
73,2,56120.0
100,32,56094.0
-63,45,56009.0
48,57,56006.0
43,57,55935.0
-100,34,55891.0
6,58,55871.0
-54,47,55855.0
95,31,55842.0
10,-3,55822.0
89,48,55816.0
40,30,55755.0
7,15,55733.0
-53,-15,55666.0
38,31,55603.0
24,-33,55600.0
113,-4,55543.0
2,30,55465.0
45,58,55460.0
11,31,55357.0
167,-16,55342.0
-49,-14,55304.0
-117,44,55201.0
-54,-34,55175.0
124,52,55173.0
-42,-10,55153.0
-108,29,55142.0
7,62,55118.0
99,29,55055.0
-64,7,55051.0
87,56,55012.0
39,25,54996.0
68,31,54939.0
-58,-37,54883.0
40,33,54874.0
12,-4,54872.0
44,49,54827.0
48,6,54765.0
55,31,54759.0
-99,49,54684.0
7,34,54678.0
45,23,54672.0
173,-36,54634.0
48,58,54624.0
-81,29,54558.0
24,65,54555.0
25,59,54544.0
-64,-21,54514.0
25,-32,54437.0
-59,7,54400.0
-53,-2,54399.0
21,-15,54394.0
106,19,54263.0
48,5,54238.0
24,-25,54236.0
120,-11,54139.0
41,58,54131.0
35,-20,54046.0
151,-24,54011.0
-117,48,53975.0
122,52,53970.0
-106,53,53926.0
46,60,53920.0
85,38,53844.0
51,52,53709.0
-71,6,53693.0
99,40,53669.0
80,52,53650.0
152,-33,53590.0
42,26,53579.0
-78,5,53525.0
141,-6,53446.0
-71,-5,53415.0
12,-2,53309.0
125,52,53304.0
80,47,53270.0
12,5,53256.0
-70,7,53224.0
47,3,53198.0
-120,45,53197.0
43,12,53133.0
-44,-12,53087.0
59,51,53020.0
11,-3,53008.0
129,28,52987.0
52,33,52981.0
-47,-14,52981.0
6,31,52925.0
26,59,52901.0
71,38,52827.0
81,52,52712.0
140,-4,52686.0
31,-13,52660.0
76,61,52647.0
83,45,52628.0
37,17,52620.0
41,6,52578.0
44,23,52568.0
5,16,52556.0
71,52,52544.0
13,-17,52485.0
24,-16,52395.0
40,58,52382.0
-98,40,52352.0
31,57,52348.0
80,36,52320.0
47,57,52275.0
116,51,52265.0
14,67,52230.0
119,47,52189.0
14,3,52186.0
127,-9,52172.0
-118,35,52137.0
-63,-29,52122.0
10,61,52117.0
26,61,52037.0
120,50,51941.0
-3,46,51928.0
87,42,51924.0
129,-3,51899.0
58,56,51814.0
25,37,51751.0
-63,-41,51742.0
-56,-3,51726.0
-46,-8,51632.0
112,42,51618.0
32,60,51580.0
25,-31,51564.0
-69,-10,51499.0
-68,-19,51499.0
102,54,51497.0
42,7,51469.0
114,48,51392.0
113,2,51378.0
64,60,51359.0
-47,-16,51341.0
25,4,51328.0
68,22,51326.0
-35,-7,51326.0
91,30,51300.0
35,27,51257.0
-67,-17,51189.0
-55,-34,51183.0
79,45,51096.0
56,33,51070.0
-61,-17,50978.0
140,-38,50928.0
-62,-39,50826.0
130,48,50726.0
100,46,50659.0
29,57,50632.0
41,-1,50609.0
23,62,50601.0
50,51,50537.0
16,-21,50528.0
32,56,50468.0
-69,-55,50468.0
-113,53,50390.0
-58,-16,50317.0
25,9,50256.0
152,-4,50189.0
98,36,50182.0
-52,-4,50162.0
63,40,50146.0
53,12,50145.0
150,-3,50124.0
34,62,50092.0
-51,-1,50092.0
37,16,50077.0
13,26,50056.0
33,-22,50035.0
33,7,50033.0
128,-3,50004.0
171,7,49995.0
60,32,49926.0
-98,44,49865.0
116,50,49820.0
-173,-14,49775.0
96,33,49755.0
-63,-37,49717.0
140,-6,49698.0
-76,-9,49654.0
-76,21,49648.0
72,60,49563.0
33,-8,49541.0
-99,38,49505.0
77,62,49498.0
80,45,49488.0
41,0,49478.0
-63,-31,49460.0
36,57,49345.0
-54,-32,49340.0
121,-11,49339.0
-69,8,49303.0
-45,-2,49275.0
69,52,49262.0
52,40,49261.0
44,7,49251.0
55,45,49247.0
115,1,49223.0
112,1,49217.0
0,32,49215.0
34,59,49152.0
64,55,49142.0
137,-3,49131.0
37,4,49085.0
-72,-16,49030.0
97,29,48997.0
-104,40,48970.0
90,28,48949.0
42,49,48922.0
47,61,48865.0
43,6,48752.0
28,28,48724.0
-47,-4,48679.0
146,-35,48679.0
117,1,48671.0
30,58,48631.0
-44,-11,48613.0
-58,-28,48574.0
-54,-4,48573.0
-63,17,48541.0
24,1,48465.0
83,52,48458.0
-73,-16,48448.0
120,46,48405.0
-63,7,48385.0
124,51,48304.0
18,57,48293.0
54,46,48247.0
148,-11,48227.0
-47,-13,48194.0
-66,-24,48175.0
25,-2,48166.0
148,-34,48123.0
18,63,48098.0
45,6,48088.0
64,44,48084.0
-111,34,48081.0
-84,15,48067.0
-97,38,48061.0
100,34,48058.0
147,-8,48036.0
5,61,48023.0
20,64,48019.0
-95,40,47941.0
145,43,47922.0
-72,-38,47880.0
-111,28,47874.0
-101,32,47871.0
14,26,47868.0
-84,44,47843.0
48,50,47837.0
108,1,47830.0
21,-35,47755.0
-55,-11,47711.0
28,56,47706.0
-76,19,47618.0
21,60,47601.0
114,51,47600.0
32,35,47600.0
124,5,47556.0
-72,-41,47553.0
139,-3,47493.0
-7,15,47408.0
95,2,47381.0
61,33,47340.0
-111,53,47269.0
13,27,47261.0
-75,-16,47212.0
-59,-12,47158.0
106,51,47127.0
-89,45,47108.0
49,57,46967.0
54,30,46953.0
-171,-15,46945.0
-126,49,46871.0
-106,44,46771.0
124,24,46714.0
-116,49,46617.0
63,30,46611.0
34,30,46608.0
22,10,46607.0
8,42,46540.0
96,2,46508.0
-120,37,46500.0
125,24,46467.0
94,31,46443.0
24,38,46440.0
-8,29,46407.0
-96,28,46371.0
17,61,46337.0
139,-7,46318.0
64,27,46292.0
47,50,46288.0
17,-30,46282.0
82,51,46270.0
114,-29,46270.0
20,-13,46234.0
40,62,46218.0
25,-24,46210.0
63,55,46201.0
30,61,46138.0
60,31,46098.0
39,4,46080.0
125,50,46044.0
50,-14,46012.0
-67,-21,46010.0
89,46,45992.0
141,-7,45926.0
45,49,45891.0
-109,27,45743.0
-102,23,45700.0
-103,34,45693.0
121,51,45638.0
-71,-17,45620.0
47,47,45617.0
58,50,45605.0
93,55,45600.0
79,52,45578.0
29,61,45569.0
41,1,45546.0
-44,-8,45541.0
-78,48,45541.0
22,57,45486.0
16,14,45469.0
-118,48,45462.0
-106,50,45429.0
-94,47,45424.0
-63,-38,45404.0
122,-11,45389.0
92,29,45377.0
27,60,45325.0
113,42,45303.0
15,2,45301.0
87,28,45290.0
69,55,45263.0
2,27,45259.0
-114,42,45244.0
-82,48,45203.0
-78,-3,45192.0
40,5,45168.0
122,17,45135.0
26,14,45124.0
95,32,45120.0
93,28,45078.0
-15,26,44933.0
-42,-11,44885.0
60,33,44834.0
99,54,44805.0
-72,-43,44784.0
100,30,44764.0
-100,28,44729.0
-64,-35,44706.0
106,52,44624.0
91,31,44605.0
169,-20,44601.0
-110,40,44541.0
98,28,44508.0
19,-9,44481.0
139,-8,44411.0
0,33,44409.0
23,35,44366.0
25,-30,44352.0
-106,32,44284.0
-74,2,44246.0
-76,46,44233.0
11,64,44226.0
-110,32,44203.0
79,53,44172.0
62,31,44136.0
112,-6,44112.0
17,14,44004.0
-76,0,43976.0
-67,-15,43955.0
68,51,43943.0
19,7,43930.0
-50,-1,43921.0
39,58,43881.0
24,-13,43870.0
66,50,43833.0
151,7,43809.0
137,-34,43801.0
14,-4,43776.0
20,-4,43760.0
-110,41,43756.0
90,55,43725.0
158,52,43713.0
-57,-21,43698.0
43,7,43693.0
51,11,43689.0
92,43,43683.0
76,44,43683.0
27,64,43680.0
133,-2,43652.0
-100,38,43596.0
13,-3,43482.0
62,39,43479.0
21,57,43410.0
54,52,43399.0
31,16,43382.0
-79,8,43336.0
-104,41,43275.0
24,-30,43161.0
-99,23,43123.0
63,-20,43089.0
-69,11,43082.0
-68,48,43081.0
64,54,43010.0
64,45,42994.0
21,-19,42987.0
-61,-14,42984.0
16,-16,42952.0
-64,-8,42950.0
12,-15,42920.0
-99,45,42920.0
33,-1,42886.0
23,24,42822.0
158,6,42819.0
11,14,42774.0
21,29,42726.0
33,60,42607.0
126,49,42556.0
77,44,42549.0
-72,-39,42494.0
43,27,42460.0
147,-38,42434.0
-71,-39,42382.0
6,37,42371.0
12,-8,42350.0
149,-35,42319.0
20,-29,42311.0
-58,-33,42277.0
84,46,42273.0
89,56,42259.0
-76,37,42252.0
62,57,42252.0
24,-31,42251.0
81,49,42169.0
-60,-39,42093.0
-66,8,42078.0
44,18,42040.0
76,55,42019.0
76,41,41967.0
96,40,41945.0
100,37,41892.0
-160,21,41843.0
19,-11,41721.0
134,-2,41719.0
-64,-26,41711.0
26,31,41674.0
151,-31,41674.0
34,7,41595.0
33,26,41594.0
59,60,41584.0
-1,28,41567.0
70,50,41545.0
99,36,41539.0
12,26,41524.0
126,3,41465.0
101,47,41442.0
37,46,41391.0
117,-2,41340.0
-45,-10,41331.0
-76,-7,41312.0
81,42,41311.0
-58,5,41298.0
-52,-19,41283.0
85,53,41260.0
-58,-14,41179.0
-116,40,41141.0
117,9,41140.0
60,52,41121.0
-87,16,41091.0
32,23,41085.0
124,55,41076.0
63,42,41018.0
87,52,40984.0
1,26,40968.0
25,-12,40924.0
85,47,40917.0
31,10,40896.0
149,-37,40892.0
83,44,40864.0
105,56,40860.0
-65,-36,40825.0
-104,48,40818.0
46,44,40764.0
23,39,40764.0
-61,-30,40718.0
51,27,40717.0
23,-21,40632.0
75,55,40619.0
20,37,40565.0
62,53,40536.0
13,2,40472.0
115,3,40427.0
24,3,40419.0
-58,-12,40416.0
-115,47,40377.0
177,-19,40344.0
28,31,40322.0
17,-24,40314.0
34,27,40311.0
151,-5,40184.0
-106,41,40154.0
-73,20,40153.0
-79,48,40095.0
68,56,40083.0
-54,-18,40004.0
31,17,39976.0
161,-10,39911.0
52,15,39904.0
-52,-2,39877.0
90,53,39853.0
17,0,39847.0
-85,15,39838.0
4,33,39836.0
49,41,39743.0
-48,-15,39682.0
-51,-4,39672.0
28,30,39637.0
41,26,39608.0
141,45,39565.0
39,29,39542.0
142,-9,39520.0
-78,4,39499.0
77,60,39491.0
72,39,39490.0
-39,-16,39471.0
157,-9,39458.0
-10,54,39442.0
89,47,39433.0
17,-20,39420.0
106,-4,39317.0
-64,-31,39298.0
-60,-10,39282.0
77,45,39275.0
-112,30,39253.0
-125,44,39211.0
-116,31,39188.0
9,63,39165.0
-53,-19,39149.0
32,-7,39138.0
97,14,39099.0
-10,28,39093.0
35,5,39080.0
171,-44,39068.0
-114,46,39044.0
17,41,39041.0
119,0,39036.0
148,-35,39030.0
44,45,39019.0
-91,45,39014.0
-88,21,39008.0
-106,36,38984.0
26,-21,38981.0
9,15,38912.0
-123,41,38882.0
140,-7,38835.0
-46,-11,38782.0
-2,17,38780.0
-67,-29,38777.0
77,54,38777.0
-78,19,38722.0
86,47,38684.0
58,41,38680.0
144,13,38628.0
64,53,38606.0
111,42,38586.0
63,31,38569.0
21,-11,38534.0
75,38,38477.0
14,0,38445.0
54,22,38394.0
-7,62,38390.0
64,52,38340.0
20,8,38338.0
-99,28,38334.0
-98,50,38321.0
45,7,38243.0
-64,-24,38217.0
127,48,38171.0
19,30,38144.0
6,16,38109.0
-72,17,38044.0
85,46,38034.0
33,6,38008.0
12,0,37993.0
-123,52,37992.0
22,-33,37988.0
74,63,37964.0
35,16,37958.0
20,9,37930.0
115,51,37853.0
36,2,37808.0
-67,50,37770.0
118,38,37764.0
55,39,37731.0
-6,56,37722.0
-1,15,37694.0
36,-10,37693.0
27,0,37672.0
19,-33,37660.0
143,-39,37647.0
116,45,37647.0
78,40,37639.0
17,-16,37604.0
-5,16,37601.0
91,28,37581.0
99,38,37529.0
93,32,37426.0
14,60,37419.0
86,28,37370.0
1,18,37369.0
-120,48,37331.0
14,2,37311.0
136,33,37268.0
54,59,37261.0
-45,-12,37250.0
152,-29,37249.0
92,49,37237.0
40,12,37191.0
115,0,37186.0
70,56,37171.0
61,29,37170.0
56,50,37148.0
-52,-32,37148.0
-107,26,37130.0
134,-6,37106.0
175,-37,37044.0
-46,-10,37040.0
-94,40,37019.0
-111,54,37016.0
25,-29,37015.0
-58,-25,37012.0
101,33,36995.0
21,-9,36991.0
42,58,36960.0
-62,8,36937.0
121,7,36907.0
102,58,36906.0
-74,-16,36847.0
123,-6,36819.0
81,45,36816.0
121,48,36706.0
-102,24,36702.0
18,-13,36694.0
-107,25,36691.0
65,58,36656.0
59,25,36628.0
-17,11,36619.0
-14,20,36512.0
84,43,36449.0
59,47,36430.0
34,15,36423.0
18,5,36423.0
42,24,36355.0
107,-4,36317.0
48,26,36249.0
-69,-4,36224.0
-100,35,36210.0
25,-22,36177.0
122,50,36175.0
68,52,36148.0
165,-22,36137.0
29,56,36103.0
-99,43,36092.0
24,-26,36076.0
67,56,36061.0
-62,-6,36043.0
-65,-35,36031.0
-103,46,36026.0
121,47,35990.0
151,-27,35965.0
21,62,35941.0
64,25,35840.0
100,-3,35832.0
67,55,35829.0
133,48,35779.0
-112,31,35727.0
142,-38,35674.0
-45,-8,35644.0
-61,-26,35635.0
73,39,35617.0
29,25,35594.0
17,-33,35581.0
42,61,35540.0
-80,47,35482.0
15,-3,35329.0
-68,-38,35317.0
-51,-7,35312.0
17,-18,35309.0
63,29,35296.0
-65,-8,35203.0
22,58,35188.0
114,0,35167.0
121,-31,35159.0
-107,44,35100.0
31,55,35055.0
81,54,35020.0
151,-9,35001.0
24,62,34999.0
-64,-20,34991.0
-113,45,34977.0
140,48,34973.0
-82,24,34969.0
58,20,34953.0
152,-30,34939.0
41,23,34930.0
-62,-30,34911.0
107,50,34902.0
-69,-11,34889.0
46,47,34870.0
58,32,34861.0
-100,31,34794.0
62,54,34792.0
90,51,34777.0
109,55,34765.0
-78,-5,34732.0
29,5,34727.0
-64,-37,34719.0
-49,-12,34716.0
-55,-10,34705.0
41,35,34696.0
62,55,34653.0
36,-13,34650.0
89,21,34561.0
-111,33,34545.0
58,26,34545.0
-25,14,34518.0
-70,-18,34514.0
24,31,34472.0
-55,-18,34466.0
-51,-8,34451.0
36,-14,34447.0
64,57,34422.0
57,33,34382.0
-40,-3,34370.0
-94,46,34359.0
-87,44,34343.0
-69,-38,34333.0
178,-39,34302.0
58,57,34237.0
51,50,34226.0
69,60,34205.0
-57,-17,34204.0
40,27,34178.0
113,-1,34174.0
96,28,34123.0
104,43,34069.0
-66,-30,34016.0
-26,17,34015.0
-67,8,33996.0
-67,-28,33990.0
138,38,33981.0
-29,38,33980.0
-51,-5,33955.0
114,3,33945.0
141,-9,33926.0
-60,-5,33902.0
-55,-4,33871.0
84,47,33861.0
28,1,33860.0
36,19,33857.0
113,62,33852.0
49,24,33849.0
35,18,33838.0
-74,-12,33837.0
34,28,33825.0
-62,4,33824.0
152,-31,33811.0
-51,-6,33801.0
-6,51,33789.0
136,-3,33757.0
149,-7,33730.0
114,-6,33723.0
34,58,33719.0
92,32,33697.0
-63,-4,33696.0
-105,27,33687.0
38,18,33653.0
142,49,33532.0
83,49,33519.0
-10,42,33410.0
53,26,33396.0
52,59,33381.0
110,44,33355.0
-64,-16,33333.0
99,33,33316.0
14,44,33283.0
30,62,33264.0
53,16,33259.0
149,-6,33236.0
56,49,33214.0
16,68,33196.0
76,40,33180.0
-152,60,33126.0
161,-11,33115.0
138,-2,33084.0
98,33,33078.0
24,-17,33075.0
-74,-11,33009.0
-99,46,32993.0
100,33,32992.0
64,56,32978.0
113,0,32929.0
-69,12,32928.0
74,40,32925.0
-65,47,32903.0
6,60,32872.0
-4,58,32851.0
115,50,32841.0
-105,25,32823.0
-68,-32,32796.0
25,-17,32795.0
-93,29,32743.0
27,58,32735.0
24,-2,32728.0
0,28,32690.0
133,42,32687.0
-121,56,32618.0
35,58,32611.0
53,46,32559.0
25,5,32556.0
75,37,32552.0
-61,-18,32461.0
49,51,32452.0
84,54,32445.0
-2,57,32434.0
-60,-19,32427.0
-61,-23,32408.0
51,48,32390.0
-101,41,32380.0
12,60,32379.0
65,54,32372.0
-110,35,32345.0
75,53,32295.0
-60,-23,32290.0
49,46,32283.0
40,13,32265.0
81,37,32259.0
-66,-31,32220.0
-107,38,32189.0
-64,-27,32188.0
-8,27,32177.0
-1,29,32158.0
46,2,32153.0
14,-2,32148.0
-82,7,32104.0
-90,18,32027.0
19,-19,31990.0
34,63,31976.0
128,32,31947.0
41,25,31931.0
-115,33,31910.0
86,46,31861.0
52,47,31857.0
-54,-17,31838.0
82,58,31825.0
-61,-38,31794.0
148,-6,31772.0
20,15,31760.0
57,53,31748.0
-63,-24,31730.0
50,24,31718.0
-55,-5,31678.0
147,-6,31656.0
117,52,31638.0
42,13,31624.0
-91,46,31623.0
-103,51,31617.0
43,46,31566.0
-111,23,31526.0
20,-3,31519.0
126,51,31517.0
98,55,31506.0
-46,-12,31500.0
138,-8,31474.0
-121,40,31403.0
-57,5,31400.0
32,58,31381.0
140,-35,31357.0
126,-8,31325.0
-3,30,31319.0
-68,-9,31270.0
-70,-7,31266.0
20,-18,31259.0
142,-37,31251.0
117,-35,31237.0
71,55,31212.0
80,53,31193.0
21,-2,31186.0
86,43,31168.0
150,-33,31113.0
21,-14,31110.0
-101,35,31093.0
141,-8,31089.0
116,1,31084.0
96,29,30994.0
-52,3,30972.0
-12,18,30967.0
-51,-15,30921.0
-53,5,30901.0
18,10,30859.0
139,-36,30859.0
53,58,30854.0
-102,36,30833.0
-73,-18,30801.0
-112,46,30787.0
-84,45,30779.0
37,58,30774.0
-44,-9,30757.0
16,2,30738.0
-68,45,30727.0
44,27,30724.0
-3,33,30708.0
-58,-23,30694.0
-92,13,30663.0
112,43,30651.0
41,10,30645.0
-71,-4,30641.0
26,7,30613.0
-58,-34,30608.0
92,13,30570.0
9,-1,30570.0
-89,47,30543.0
-53,-17,30531.0
18,-20,30511.0
15,31,30492.0
36,58,30488.0
-69,49,30412.0
12,-1,30404.0
-71,-32,30395.0
38,-13,30368.0
-65,-17,30342.0
128,27,30311.0
22,16,30290.0
11,-16,30286.0
-110,30,30279.0
-108,32,30262.0
-68,6,30260.0
90,54,30210.0
15,29,30193.0
-66,46,30180.0
33,-24,30151.0
94,32,30142.0
135,-5,30104.0
58,40,30100.0
15,1,30064.0
-107,29,30053.0
-106,19,30051.0
21,-34,29979.0
138,-34,29969.0
32,-23,29951.0
51,58,29942.0
34,26,29931.0
148,-21,29895.0
26,62,29864.0
133,-24,29859.0
31,21,29816.0
-71,45,29734.0
118,49,29734.0
-62,-25,29710.0
153,-30,29693.0
76,64,29620.0
97,55,29612.0
137,-2,29591.0
59,52,29589.0
-64,-30,29567.0
135,-1,29550.0
-110,34,29524.0
82,45,29508.0
110,47,29506.0
34,60,29452.0
-66,44,29432.0
44,58,29396.0
21,-3,29381.0
101,54,29352.0
100,9,29331.0
-54,-19,29322.0
140,49,29319.0
125,58,29304.0
22,-18,29299.0
-105,29,29298.0
-109,37,29288.0
-125,41,29286.0
129,34,29217.0
-67,-35,29208.0
9,58,29168.0
-51,-3,29166.0
129,50,29155.0
63,54,29130.0
70,54,29078.0
121,-1,29078.0
57,40,29060.0
-47,-12,29046.0
25,29,29030.0
-98,39,29028.0
59,40,29025.0
-2,29,29010.0
99,56,28994.0
-50,-13,28994.0
96,47,28970.0
81,15,28953.0
-109,52,28941.0
149,-33,28933.0
120,11,28921.0
106,41,28910.0
85,48,28886.0
40,61,28880.0
-135,58,28834.0
93,29,28828.0
-57,-13,28826.0
77,40,28822.0
68,53,28812.0
-129,54,28800.0
37,-13,28796.0
-48,-12,28785.0
15,-22,28777.0
28,5,28775.0
99,37,28769.0
127,53,28758.0
48,11,28755.0
-64,-25,28737.0
-114,49,28733.0
-62,6,28721.0
34,64,28678.0
57,24,28657.0
-50,-10,28625.0
-81,0,28621.0
-58,-19,28585.0
21,64,28583.0
90,52,28540.0
-109,32,28528.0
-96,47,28496.0
45,59,28486.0
125,2,28476.0
-98,43,28471.0
-58,-10,28469.0
-63,-28,28464.0
43,-25,28463.0
19,63,28448.0
34,16,28448.0
44,47,28446.0
-68,-28,28422.0
30,69,28403.0
43,30,28374.0
-63,-25,28318.0
-46,-16,28312.0
13,-19,28290.0
-100,36,28274.0
6,61,28262.0
-69,-47,28259.0
114,1,28241.0
45,16,28237.0
-63,-22,28219.0
110,42,28210.0
89,54,28209.0
111,-2,28167.0
92,30,28138.0
35,59,28111.0
91,48,28086.0
-45,-9,28077.0
144,44,28062.0
104,56,28053.0
14,25,28047.0
66,51,28045.0
66,55,28042.0
25,63,28017.0
145,-42,28008.0
-97,47,28007.0
31,56,28002.0
79,54,27995.0
-62,-17,27982.0
105,50,27965.0
-66,-40,27949.0
151,-30,27943.0
22,-20,27894.0
58,25,27885.0
-92,46,27875.0
84,51,27868.0
-51,-14,27867.0
19,-16,27866.0
118,45,27864.0
-71,48,27841.0
88,55,27837.0
147,-44,27831.0
1,15,27829.0
-99,36,27815.0
0,17,27803.0
0,26,27760.0
34,35,27730.0
-62,16,27706.0
35,17,27701.0
113,46,27685.0
50,62,27655.0
50,57,27637.0
-136,60,27610.0
131,-13,27610.0
-59,-14,27547.0
-99,44,27502.0
74,50,27487.0
82,37,27438.0
144,-8,27430.0
121,-6,27414.0
48,25,27338.0
24,63,27334.0
-99,37,27334.0
80,55,27332.0
113,1,27319.0
-104,26,27314.0
34,6,27283.0
155,-6,27234.0
-69,-19,27200.0
106,49,27188.0
-67,-31,27157.0
21,15,27151.0
-67,-3,27146.0
69,51,27137.0
128,48,27097.0
-64,-41,27061.0
83,57,27029.0
59,21,26982.0
-68,-33,26973.0
-50,-11,26961.0
-111,43,26920.0
128,-9,26920.0
85,43,26914.0
1,27,26901.0
-62,-27,26878.0
-74,-6,26850.0
55,50,26842.0
149,-11,26829.0
167,-17,26810.0
-106,37,26725.0
7,63,26695.0
-64,-38,26688.0
-6,55,26684.0
-75,38,26683.0
-62,45,26682.0
91,51,26656.0
-109,43,26627.0
87,69,26585.0
22,6,26585.0
143,-36,26552.0
38,41,26538.0
18,-23,26534.0
-112,26,26532.0
-64,18,26503.0
33,56,26500.0
-116,43,26461.0
-51,0,26423.0
51,57,26417.0
-55,-15,26406.0
-72,-8,26398.0
-107,40,26381.0
26,-15,26379.0
-69,45,26366.0
119,50,26281.0
-110,36,26232.0
-63,-40,26207.0
-115,43,26199.0
72,65,26196.0
105,39,26184.0
-119,37,26176.0
20,-11,26131.0
47,60,26101.0
32,18,25976.0
-86,45,25961.0
103,48,25955.0
40,28,25946.0
18,-12,25946.0
-116,51,25934.0
124,14,25880.0
-62,-13,25851.0
23,58,25846.0
23,-18,25825.0
119,4,25801.0
22,-13,25800.0
-53,-7,25790.0
147,-3,25785.0
78,54,25779.0
-97,48,25764.0
-6,29,25742.0
10,-2,25735.0
61,53,25717.0
77,49,25714.0
-61,-6,25637.0
9,60,25606.0
-112,42,25588.0
21,-12,25583.0
-69,46,25577.0
-48,-18,25571.0
30,64,25565.0
-108,35,25552.0
67,52,25530.0
-113,38,25509.0
96,46,25489.0
-94,48,25482.0
-79,9,25470.0
114,44,25465.0
-47,-1,25464.0
68,55,25459.0
116,44,25402.0
79,51,25399.0
148,-24,25379.0
66,53,25378.0
18,-27,25367.0
58,58,25355.0
20,-15,25347.0
-60,-25,25347.0
16,-22,25341.0
83,56,25315.0
131,42,25295.0
97,56,25285.0
-113,52,25280.0
86,57,25261.0
-78,6,25197.0
20,67,25197.0
-70,-4,25185.0
-7,16,25174.0
-108,50,25160.0
90,38,25155.0
79,42,25149.0
-59,-3,25138.0
17,-14,25132.0
68,44,25129.0
5,62,25079.0
-122,43,25048.0
-115,31,25019.0
-152,-17,25018.0
17,42,24984.0
33,30,24958.0
-101,27,24957.0
18,60,24921.0
103,51,24908.0
-66,7,24878.0
-107,36,24843.0
60,66,24837.0
91,47,24835.0
-67,-5,24815.0
-73,-52,24768.0
41,17,24768.0
-69,-40,24763.0
23,-30,24758.0
32,19,24743.0
-68,47,24737.0
-61,0,24734.0
107,48,24718.0
-106,33,24695.0
-111,39,24688.0
-59,-11,24642.0
-119,39,24640.0
41,60,24630.0
52,17,24625.0
-9,27,24624.0
40,60,24596.0
139,-35,24573.0
-55,-12,24559.0
50,8,24522.0
46,29,24522.0
21,31,24485.0
-112,50,24457.0
36,29,24420.0
-73,-9,24394.0
-60,3,24385.0
-103,24,24342.0
4,16,24340.0
24,-32,24331.0
135,-2,24295.0
107,0,24286.0
70,53,24260.0
45,-16,24244.0
140,53,24207.0
66,54,24189.0
47,58,24187.0
53,24,24184.0
25,36,24183.0
116,48,24177.0
9,61,24158.0
-104,31,24142.0
34,25,24066.0
-54,-21,24055.0
40,14,24039.0
-63,46,24001.0
83,47,23968.0
17,2,23942.0
-70,-21,23938.0
-81,9,23928.0
17,-17,23869.0
-70,-25,23869.0
108,2,23863.0
97,58,23858.0
97,26,23855.0
-77,19,23836.0
-49,-4,23826.0
-125,42,23811.0
-111,41,23787.0
19,69,23780.0
151,-3,23770.0
10,31,23747.0
42,22,23746.0
-58,48,23739.0
76,37,23733.0
-69,-15,23724.0
-60,-14,23723.0
108,47,23703.0
106,45,23694.0
13,-1,23653.0
-67,-27,23651.0
63,67,23649.0
76,54,23630.0
72,37,23621.0
-61,-25,23617.0
62,28,23600.0
53,47,23595.0
67,53,23588.0
166,-16,23571.0
145,-36,23567.0
-97,45,23541.0
-70,-36,23539.0
-114,54,23529.0
-71,-38,23527.0
18,-11,23491.0
130,30,23477.0
-71,-36,23463.0
70,48,23462.0
42,59,23435.0
95,29,23422.0
84,42,23399.0
-51,1,23389.0
66,57,23382.0
15,-19,23362.0
87,48,23326.0
25,39,23313.0
65,53,23310.0
159,-9,23301.0
-65,7,23275.0
-156,20,23264.0
53,17,23255.0
98,-1,23197.0
60,60,23191.0
141,-3,23175.0
-99,41,23170.0
80,54,23170.0
75,56,23158.0
12,14,23153.0
-66,48,23149.0
-109,44,23145.0
17,-25,23112.0
-101,16,23107.0
25,-16,23067.0
26,5,23049.0
20,-16,23036.0
-112,36,23024.0
102,47,23018.0
-105,26,22993.0
-48,-9,22987.0
-71,1,22926.0
-103,49,22915.0
-58,-29,22907.0
53,67,22904.0
-62,2,22898.0
-65,48,22890.0
7,17,22886.0
90,30,22798.0
46,58,22789.0
-68,-15,22788.0
43,31,22766.0
114,2,22749.0
39,-3,22697.0
11,0,22649.0
-111,35,22593.0
-71,5,22580.0
80,51,22576.0
13,60,22546.0
28,62,22525.0
71,48,22519.0
14,66,22516.0
-67,-32,22496.0
-74,-44,22489.0
-68,-20,22486.0
