,,0
72,80,0.0
73,80,0.0
74,80,0.0
75,80,0.0
76,80,0.0
77,80,0.0
78,80,0.0
79,80,0.0
81,80,0.0
92,80,0.0
82,80,0.0
83,80,0.0
84,80,0.0
85,80,0.0
86,80,0.0
87,80,0.0
88,80,0.0
89,80,0.0
90,80,0.0
91,80,0.0
118,80,0.0
119,80,0.0
120,80,0.0
157,80,0.0
147,80,0.0
148,80,0.0
149,80,0.0
150,80,0.0
151,80,0.0
152,80,0.0
153,80,0.0
154,80,0.0
155,80,0.0
156,80,0.0
158,80,0.0
121,80,0.0
159,80,0.0
160,80,0.0
161,80,0.0
162,80,0.0
163,80,0.0
164,80,0.0
165,80,0.0
166,80,0.0
167,80,0.0
168,80,0.0
146,80,0.0
145,80,0.0
144,80,0.0
143,80,0.0
122,80,0.0
123,80,0.0
124,80,0.0
125,80,0.0
126,80,0.0
127,80,0.0
128,80,0.0
129,80,0.0
130,80,0.0
131,80,0.0
132,80,0.0
133,80,0.0
134,80,0.0
135,80,0.0
136,80,0.0
137,80,0.0
138,80,0.0
139,80,0.0
140,80,0.0
141,80,0.0
142,80,0.0
69,80,0.0
68,80,0.0
67,80,0.0
2,80,0.0
-8,80,0.0
-7,80,0.0
-6,80,0.0
-5,80,0.0
-4,80,0.0
-3,80,0.0
-2,80,0.0
-1,80,0.0
0,80,0.0
1,80,0.0
3,80,0.0
15,80,0.0
4,80,0.0
5,80,0.0
6,80,0.0
7,80,0.0
8,80,0.0
9,80,0.0
10,80,0.0
11,80,0.0
12,80,0.0
13,80,0.0
-9,80,0.0
-10,80,0.0
-11,80,0.0
-12,80,0.0
-33,80,0.0
-32,80,0.0
-31,80,0.0
-30,80,0.0
-29,80,0.0
-28,80,0.0
-27,80,0.0
-26,80,0.0
-25,80,0.0
-24,80,0.0
-23,80,0.0
-22,80,0.0
-21,80,0.0
-20,80,0.0
-19,80,0.0
-18,80,0.0
-17,80,0.0
-16,80,0.0
-15,80,0.0
-14,80,0.0
-13,80,0.0
14,80,0.0
16,80,0.0
66,80,0.0
54,80,0.0
43,80,0.0
44,80,0.0
45,80,0.0
46,80,0.0
48,80,0.0
49,80,0.0
50,80,0.0
51,80,0.0
52,80,0.0
53,80,0.0
55,80,0.0
17,80,0.0
56,80,0.0
57,80,0.0
58,80,0.0
59,80,0.0
60,80,0.0
61,80,0.0
62,80,0.0
63,80,0.0
64,80,0.0
65,80,0.0
42,80,0.0
41,80,0.0
40,80,0.0
39,80,0.0
18,80,0.0
19,80,0.0
20,80,0.0
21,80,0.0
22,80,0.0
23,80,0.0
24,80,0.0
25,80,0.0
26,80,0.0
27,80,0.0
28,80,0.0
29,80,0.0
30,80,0.0
31,80,0.0
32,80,0.0
33,80,0.0
34,80,0.0
35,80,0.0
36,80,0.0
37,80,0.0
38,80,0.0
-137,82,0.0
-135,82,0.0
-32,84,0.0
58,83,0.0
48,83,0.0
49,83,0.0
50,83,0.0
51,83,0.0
52,83,0.0
53,83,0.0
54,83,0.0
55,83,0.0
56,83,0.0
57,83,0.0
59,83,0.0
46,83,0.0
60,83,0.0
61,83,0.0
62,83,0.0
63,83,0.0
64,83,0.0
65,83,0.0
66,83,0.0
67,83,0.0
68,83,0.0
69,83,0.0
47,83,0.0
45,83,0.0
20,83,0.0
32,83,0.0
22,83,0.0
23,83,0.0
24,83,0.0
25,83,0.0
26,83,0.0
27,83,0.0
28,83,0.0
29,83,0.0
30,83,0.0
31,83,0.0
33,83,0.0
44,83,0.0
34,83,0.0
35,83,0.0
36,83,0.0
37,83,0.0
38,83,0.0
39,83,0.0
40,83,0.0
41,83,0.0
42,83,0.0
43,83,0.0
70,83,0.0
71,83,0.0
72,83,0.0
109,83,0.0
99,83,0.0
100,83,0.0
101,83,0.0
102,83,0.0
103,83,0.0
104,83,0.0
105,83,0.0
106,83,0.0
107,83,0.0
108,83,0.0
110,83,0.0
73,83,0.0
111,83,0.0
112,83,0.0
113,83,0.0
114,83,0.0
115,83,0.0
116,83,0.0
117,83,0.0
118,83,0.0
119,83,0.0
120,83,0.0
98,83,0.0
97,83,0.0
96,83,0.0
95,83,0.0
74,83,0.0
75,83,0.0
76,83,0.0
77,83,0.0
78,83,0.0
79,83,0.0
80,83,0.0
81,83,0.0
82,83,0.0
83,83,0.0
84,83,0.0
85,83,0.0
86,83,0.0
87,83,0.0
88,83,0.0
89,83,0.0
90,83,0.0
91,83,0.0
92,83,0.0
93,83,0.0
94,83,0.0
21,83,0.0
19,83,0.0
122,83,0.0
-45,83,0.0
-55,83,0.0
-54,83,0.0
-53,83,0.0
-52,83,0.0
-51,83,0.0
-50,83,0.0
-49,83,0.0
-48,83,0.0
-47,83,0.0
-46,83,0.0
-44,83,0.0
-57,83,0.0
-43,83,0.0
-42,83,0.0
-41,83,0.0
-40,83,0.0
-39,83,0.0
-38,83,0.0
-37,83,0.0
-36,83,0.0
-35,83,0.0
-34,83,0.0
-56,83,0.0
-58,83,0.0
18,83,0.0
-71,83,0.0
-81,83,0.0
-80,83,0.0
-79,83,0.0
-78,83,0.0
-77,83,0.0
-76,83,0.0
-75,83,0.0
-74,83,0.0
-73,83,0.0
-72,83,0.0
-70,83,0.0
-59,83,0.0
-69,83,0.0
-68,83,0.0
-67,83,0.0
-66,83,0.0
-65,83,0.0
-64,83,0.0
-63,83,0.0
-62,83,0.0
-61,83,0.0
-60,83,0.0
-33,83,0.0
-32,83,0.0
-31,83,0.0
6,83,0.0
-4,83,0.0
-3,83,0.0
-2,83,0.0
-1,83,0.0
0,83,0.0
1,83,0.0
2,83,0.0
3,83,0.0
4,83,0.0
5,83,0.0
7,83,0.0
-30,83,0.0
8,83,0.0
9,83,0.0
10,83,0.0
11,83,0.0
12,83,0.0
13,83,0.0
14,83,0.0
15,83,0.0
16,83,0.0
17,83,0.0
-5,83,0.0
-6,83,0.0
-7,83,0.0
-8,83,0.0
-29,83,0.0
-28,83,0.0
-27,83,0.0
-26,83,0.0
-25,83,0.0
-24,83,0.0
-23,83,0.0
-22,83,0.0
-21,83,0.0
-20,83,0.0
-19,83,0.0
-18,83,0.0
-17,83,0.0
-16,83,0.0
-15,83,0.0
-14,83,0.0
-13,83,0.0
-12,83,0.0
-11,83,0.0
-10,83,0.0
-9,83,0.0
121,83,0.0
123,83,0.0
-134,82,0.0
-95,84,0.0
-105,84,0.0
-104,84,0.0
-103,84,0.0
-102,84,0.0
-101,84,0.0
-100,84,0.0
-99,84,0.0
-98,84,0.0
-97,84,0.0
-96,84,0.0
-94,84,0.0
-107,84,0.0
-93,84,0.0
-92,84,0.0
-91,84,0.0
-90,84,0.0
-89,84,0.0
-88,84,0.0
-87,84,0.0
-86,84,0.0
-85,84,0.0
-84,84,0.0
-106,84,0.0
-108,84,0.0
-133,84,0.0
-121,84,0.0
-131,84,0.0
-130,84,0.0
-129,84,0.0
-128,84,0.0
-127,84,0.0
-126,84,0.0
-125,84,0.0
-124,84,0.0
-123,84,0.0
-122,84,0.0
-120,84,0.0
-109,84,0.0
-119,84,0.0
-118,84,0.0
-117,84,0.0
-116,84,0.0
-115,84,0.0
-114,84,0.0
-113,84,0.0
-112,84,0.0
-111,84,0.0
-110,84,0.0
-83,84,0.0
-82,84,0.0
-81,84,0.0
-44,84,0.0
-54,84,0.0
-53,84,0.0
-52,84,0.0
-51,84,0.0
-50,84,0.0
-49,84,0.0
-48,84,0.0
-47,84,0.0
-46,84,0.0
-45,84,0.0
-43,84,0.0
-80,84,0.0
-42,84,0.0
-41,84,0.0
-40,84,0.0
-39,84,0.0
-38,84,0.0
-37,84,0.0
-36,84,0.0
-35,84,0.0
-34,84,0.0
-33,84,0.0
-55,84,0.0
-56,84,0.0
-57,84,0.0
-58,84,0.0
-79,84,0.0
-78,84,0.0
-77,84,0.0
-76,84,0.0
-75,84,0.0
-74,84,0.0
-73,84,0.0
-72,84,0.0
-71,84,0.0
-70,84,0.0
-69,84,0.0
-68,84,0.0
-67,84,0.0
-66,84,0.0
-65,84,0.0
-64,84,0.0
-63,84,0.0
-62,84,0.0
-61,84,0.0
-60,84,0.0
-59,84,0.0
-132,84,0.0
-134,84,0.0
124,83,0.0
161,83,0.0
151,83,0.0
152,83,0.0
153,83,0.0
154,83,0.0
155,83,0.0
156,83,0.0
157,83,0.0
158,83,0.0
159,83,0.0
160,83,0.0
162,83,0.0
149,83,0.0
163,83,0.0
164,83,0.0
165,83,0.0
166,83,0.0
167,83,0.0
168,83,0.0
169,83,0.0
170,83,0.0
171,83,0.0
172,83,0.0
150,83,0.0
148,83,0.0
-135,84,0.0
135,83,0.0
125,83,0.0
126,83,0.0
127,83,0.0
128,83,0.0
129,83,0.0
130,83,0.0
131,83,0.0
132,83,0.0
133,83,0.0
134,83,0.0
136,83,0.0
147,83,0.0
137,83,0.0
138,83,0.0
139,83,0.0
140,83,0.0
141,83,0.0
142,83,0.0
143,83,0.0
144,83,0.0
145,83,0.0
146,83,0.0
173,83,0.0
174,83,0.0
175,83,0.0
-147,84,0.0
-157,84,0.0
-156,84,0.0
-155,84,0.0
-154,84,0.0
-153,84,0.0
-152,84,0.0
-151,84,0.0
-150,84,0.0
-149,84,0.0
-148,84,0.0
-146,84,0.0
176,83,0.0
-145,84,0.0
-144,84,0.0
-143,84,0.0
-142,84,0.0
-141,84,0.0
-140,84,0.0
-139,84,0.0
-138,84,0.0
-137,84,0.0
-136,84,0.0
-158,84,0.0
-159,84,0.0
-160,84,0.0
-161,84,0.0
177,83,0.0
178,83,0.0
-180,84,0.0
-179,84,0.0
-178,84,0.0
-177,84,0.0
-176,84,0.0
-175,84,0.0
-174,84,0.0
-173,84,0.0
-172,84,0.0
-171,84,0.0
-170,84,0.0
-169,84,0.0
-168,84,0.0
-167,84,0.0
-166,84,0.0
-165,84,0.0
-164,84,0.0
-163,84,0.0
-162,84,0.0
-82,83,0.0
-83,83,0.0
-84,83,0.0
6,82,0.0
-4,82,0.0
-3,82,0.0
-2,82,0.0
-1,82,0.0
0,82,0.0
1,82,0.0
2,82,0.0
3,82,0.0
4,82,0.0
5,82,0.0
7,82,0.0
-6,82,0.0
8,82,0.0
9,82,0.0
10,82,0.0
11,82,0.0
12,82,0.0
13,82,0.0
14,82,0.0
15,82,0.0
16,82,0.0
17,82,0.0
-5,82,0.0
-7,82,0.0
-32,82,0.0
-20,82,0.0
-30,82,0.0
-29,82,0.0
-28,82,0.0
-27,82,0.0
-26,82,0.0
-25,82,0.0
-24,82,0.0
-23,82,0.0
-22,82,0.0
-21,82,0.0
-19,82,0.0
-8,82,0.0
-18,82,0.0
-17,82,0.0
-16,82,0.0
-15,82,0.0
-14,82,0.0
-13,82,0.0
-12,82,0.0
-11,82,0.0
-10,82,0.0
-9,82,0.0
18,82,0.0
19,82,0.0
20,82,0.0
57,82,0.0
47,82,0.0
48,82,0.0
49,82,0.0
50,82,0.0
51,82,0.0
52,82,0.0
53,82,0.0
54,82,0.0
55,82,0.0
56,82,0.0
58,82,0.0
21,82,0.0
59,82,0.0
60,82,0.0
61,82,0.0
62,82,0.0
63,82,0.0
64,82,0.0
65,82,0.0
66,82,0.0
67,82,0.0
68,82,0.0
46,82,0.0
45,82,0.0
44,82,0.0
43,82,0.0
22,82,0.0
23,82,0.0
24,82,0.0
25,82,0.0
26,82,0.0
27,82,0.0
28,82,0.0
29,82,0.0
30,82,0.0
31,82,0.0
32,82,0.0
33,82,0.0
34,82,0.0
35,82,0.0
36,82,0.0
37,82,0.0
38,82,0.0
39,82,0.0
40,82,0.0
41,82,0.0
42,82,0.0
-31,82,0.0
-33,82,0.0
-85,83,0.0
-97,82,0.0
-107,82,0.0
-106,82,0.0
-105,82,0.0
-104,82,0.0
-103,82,0.0
-102,82,0.0
-101,82,0.0
-100,82,0.0
-99,82,0.0
-98,82,0.0
-96,82,0.0
-109,82,0.0
-95,82,0.0
-94,82,0.0
-93,82,0.0
-92,82,0.0
-91,82,0.0
-90,82,0.0
-89,82,0.0
-88,82,0.0
-87,82,0.0
-86,82,0.0
-108,82,0.0
-110,82,0.0
-34,82,0.0
-123,82,0.0
-133,82,0.0
-132,82,0.0
-131,82,0.0
-130,82,0.0
-129,82,0.0
-128,82,0.0
-127,82,0.0
-126,82,0.0
-125,82,0.0
-124,82,0.0
-122,82,0.0
-111,82,0.0
-121,82,0.0
-120,82,0.0
-119,82,0.0
-118,82,0.0
-117,82,0.0
-116,82,0.0
-115,82,0.0
-114,82,0.0
-113,82,0.0
-112,82,0.0
-85,82,0.0
-84,82,0.0
-83,82,0.0
-46,82,0.0
-56,82,0.0
-55,82,0.0
-54,82,0.0
-53,82,0.0
-52,82,0.0
-51,82,0.0
-50,82,0.0
-49,82,0.0
-48,82,0.0
-47,82,0.0
-45,82,0.0
-82,82,0.0
-44,82,0.0
-43,82,0.0
-42,82,0.0
-41,82,0.0
-40,82,0.0
-39,82,0.0
-38,82,0.0
-37,82,0.0
-36,82,0.0
-35,82,0.0
-57,82,0.0
-58,82,0.0
-59,82,0.0
-60,82,0.0
-81,82,0.0
-80,82,0.0
-79,82,0.0
-78,82,0.0
-77,82,0.0
-76,82,0.0
-75,82,0.0
-74,82,0.0
-73,82,0.0
-72,82,0.0
-71,82,0.0
-70,82,0.0
-69,82,0.0
-68,82,0.0
-67,82,0.0
-66,82,0.0
-65,82,0.0
-64,82,0.0
-63,82,0.0
-62,82,0.0
-61,82,0.0
69,82,0.0
70,82,0.0
71,82,0.0
-148,83,0.0
-158,83,0.0
-157,83,0.0
-156,83,0.0
-155,83,0.0
-154,83,0.0
-153,83,0.0
-152,83,0.0
-151,83,0.0
-150,83,0.0
-149,83,0.0
-147,83,0.0
-160,83,0.0
-146,83,0.0
-145,83,0.0
-144,83,0.0
-143,83,0.0
-142,83,0.0
-141,83,0.0
-140,83,0.0
-139,83,0.0
-138,83,0.0
-137,83,0.0
-159,83,0.0
-161,83,0.0
72,82,0.0
-174,83,0.0
175,82,0.0
176,82,0.0
177,82,0.0
178,82,0.0
-180,83,0.0
-179,83,0.0
-178,83,0.0
-177,83,0.0
-176,83,0.0
-175,83,0.0
-173,83,0.0
-162,83,0.0
-172,83,0.0
-171,83,0.0
-170,83,0.0
-169,83,0.0
-168,83,0.0
-167,83,0.0
-166,83,0.0
-165,83,0.0
-164,83,0.0
-163,83,0.0
-136,83,0.0
-135,83,0.0
-134,83,0.0
-97,83,0.0
-107,83,0.0
-106,83,0.0
-105,83,0.0
-104,83,0.0
-103,83,0.0
-102,83,0.0
-101,83,0.0
-100,83,0.0
-99,83,0.0
-98,83,0.0
-96,83,0.0
-133,83,0.0
-95,83,0.0
-94,83,0.0
-93,83,0.0
-92,83,0.0
-91,83,0.0
-90,83,0.0
-89,83,0.0
-88,83,0.0
-87,83,0.0
-86,83,0.0
-108,83,0.0
-109,83,0.0
-110,83,0.0
-111,83,0.0
-132,83,0.0
-131,83,0.0
-130,83,0.0
-129,83,0.0
-128,83,0.0
-127,83,0.0
-126,83,0.0
-125,83,0.0
-124,83,0.0
-123,83,0.0
-122,83,0.0
-121,83,0.0
-120,83,0.0
-119,83,0.0
-118,83,0.0
-117,83,0.0
-116,83,0.0
-115,83,0.0
-114,83,0.0
-113,83,0.0
-112,83,0.0
174,82,0.0
173,82,0.0
172,82,0.0
108,82,0.0
98,82,0.0
99,82,0.0
100,82,0.0
101,82,0.0
102,82,0.0
103,82,0.0
104,82,0.0
105,82,0.0
106,82,0.0
107,82,0.0
109,82,0.0
121,82,0.0
110,82,0.0
111,82,0.0
112,82,0.0
113,82,0.0
114,82,0.0
115,82,0.0
116,82,0.0
117,82,0.0
118,82,0.0
119,82,0.0
97,82,0.0
96,82,0.0
95,82,0.0
94,82,0.0
73,82,0.0
74,82,0.0
75,82,0.0
76,82,0.0
77,82,0.0
78,82,0.0
79,82,0.0
80,82,0.0
81,82,0.0
82,82,0.0
83,82,0.0
84,82,0.0
85,82,0.0
86,82,0.0
87,82,0.0
88,82,0.0
89,82,0.0
90,82,0.0
91,82,0.0
92,82,0.0
93,82,0.0
120,82,0.0
122,82,0.0
171,82,0.0
159,82,0.0
149,82,0.0
150,82,0.0
151,82,0.0
152,82,0.0
153,82,0.0
154,82,0.0
155,82,0.0
156,82,0.0
157,82,0.0
158,82,0.0
160,82,0.0
123,82,0.0
161,82,0.0
162,82,0.0
163,82,0.0
164,82,0.0
165,82,0.0
166,82,0.0
167,82,0.0
168,82,0.0
169,82,0.0
170,82,0.0
148,82,0.0
147,82,0.0
146,82,0.0
145,82,0.0
124,82,0.0
125,82,0.0
126,82,0.0
127,82,0.0
128,82,0.0
129,82,0.0
130,82,0.0
131,82,0.0
132,82,0.0
133,82,0.0
134,82,0.0
135,82,0.0
136,82,0.0
137,82,0.0
138,82,0.0
139,82,0.0
140,82,0.0
141,82,0.0
142,82,0.0
143,82,0.0
144,82,0.0
-139,70,0.0
-141,70,0.0
146,31,0.0
-144,44,0.0
-154,44,0.0
-153,44,0.0
-152,44,0.0
-151,44,0.0
-150,44,0.0
-149,44,0.0
-148,44,0.0
-147,44,0.0
-146,44,0.0
-145,44,0.0
-143,44,0.0
-156,44,0.0
-142,44,0.0
-141,44,0.0
-140,44,0.0
-139,44,0.0
-138,44,0.0
-137,44,0.0
-136,44,0.0
-135,44,0.0
-134,44,0.0
-133,44,0.0
-155,44,0.0
-157,44,0.0
177,43,0.0
-170,44,0.0
-180,44,0.0
-179,44,0.0
-178,44,0.0
-177,44,0.0
-176,44,0.0
-175,44,0.0
-174,44,0.0
-173,44,0.0
-172,44,0.0
-171,44,0.0
-169,44,0.0
-158,44,0.0
-168,44,0.0
-167,44,0.0
-166,44,0.0
-165,44,0.0
-164,44,0.0
-163,44,0.0
-162,44,0.0
-161,44,0.0
-160,44,0.0
-159,44,0.0
-132,44,0.0
-131,44,0.0
-130,44,0.0
-30,44,0.0
-40,44,0.0
-39,44,0.0
-38,44,0.0
-37,44,0.0
-36,44,0.0
-35,44,0.0
-34,44,0.0
-33,44,0.0
-32,44,0.0
-31,44,0.0
-29,44,0.0
-129,44,0.0
-28,44,0.0
-27,44,0.0
-26,44,0.0
-25,44,0.0
-24,44,0.0
-23,44,0.0
-22,44,0.0
-21,44,0.0
-20,44,0.0
-19,44,0.0
-41,44,0.0
-42,44,0.0
-43,44,0.0
-44,44,0.0
-128,44,0.0
-127,44,0.0
-126,44,0.0
-62,44,0.0
-61,44,0.0
-60,44,0.0
-59,44,0.0
-58,44,0.0
-57,44,0.0
-56,44,0.0
-55,44,0.0
-54,44,0.0
-53,44,0.0
-52,44,0.0
-51,44,0.0
-50,44,0.0
-49,44,0.0
-48,44,0.0
-47,44,0.0
-46,44,0.0
-45,44,0.0
178,43,0.0
176,43,0.0
-17,44,0.0
-28,43,0.0
-38,43,0.0
-37,43,0.0
-36,43,0.0
-35,43,0.0
-34,43,0.0
-33,43,0.0
-32,43,0.0
-31,43,0.0
-30,43,0.0
-29,43,0.0
-27,43,0.0
-40,43,0.0
-26,43,0.0
-25,43,0.0
-24,43,0.0
-23,43,0.0
-22,43,0.0
-21,43,0.0
-20,43,0.0
-19,43,0.0
-18,43,0.0
-17,43,0.0
-39,43,0.0
-41,43,0.0
175,43,0.0
-54,43,0.0
-126,43,0.0
-68,43,0.0
-64,43,0.0
-63,43,0.0
-62,43,0.0
-59,43,0.0
-58,43,0.0
-57,43,0.0
-56,43,0.0
-55,43,0.0
-53,43,0.0
-42,43,0.0
-52,43,0.0
-51,43,0.0
-50,43,0.0
-49,43,0.0
-48,43,0.0
-47,43,0.0
-46,43,0.0
-45,43,0.0
-44,43,0.0
-43,43,0.0
-16,43,0.0
-15,43,0.0
-14,43,0.0
163,43,0.0
153,43,0.0
154,43,0.0
155,43,0.0
156,43,0.0
157,43,0.0
158,43,0.0
159,43,0.0
160,43,0.0
161,43,0.0
162,43,0.0
164,43,0.0
-13,43,0.0
165,43,0.0
166,43,0.0
167,43,0.0
168,43,0.0
169,43,0.0
170,43,0.0
171,43,0.0
172,43,0.0
173,43,0.0
174,43,0.0
152,43,0.0
151,43,0.0
150,43,0.0
149,43,0.0
-12,43,0.0
-11,43,0.0
14,43,0.0
29,43,0.0
30,43,0.0
31,43,0.0
32,43,0.0
33,43,0.0
34,43,0.0
35,43,0.0
36,43,0.0
37,43,0.0
38,43,0.0
48,43,0.0
49,43,0.0
136,43,0.0
137,43,0.0
138,43,0.0
139,43,0.0
147,43,0.0
148,43,0.0
-18,44,0.0
-16,44,0.0
-128,43,0.0
-28,45,0.0
-38,45,0.0
-37,45,0.0
-36,45,0.0
-35,45,0.0
-34,45,0.0
-33,45,0.0
-32,45,0.0
-31,45,0.0
-30,45,0.0
-29,45,0.0
-27,45,0.0
-40,45,0.0
-26,45,0.0
-25,45,0.0
-24,45,0.0
-23,45,0.0
-22,45,0.0
-21,45,0.0
-20,45,0.0
-19,45,0.0
-18,45,0.0
-17,45,0.0
-39,45,0.0
-41,45,0.0
-132,45,0.0
-54,45,0.0
-130,45,0.0
-129,45,0.0
-128,45,0.0
-127,45,0.0
-126,45,0.0
-59,45,0.0
-58,45,0.0
-57,45,0.0
-56,45,0.0
-55,45,0.0
-53,45,0.0
-42,45,0.0
-52,45,0.0
-51,45,0.0
-50,45,0.0
-49,45,0.0
-48,45,0.0
-47,45,0.0
-46,45,0.0
-45,45,0.0
-44,45,0.0
-43,45,0.0
-16,45,0.0
-15,45,0.0
-14,45,0.0
164,45,0.0
154,45,0.0
155,45,0.0
156,45,0.0
157,45,0.0
158,45,0.0
159,45,0.0
160,45,0.0
161,45,0.0
162,45,0.0
163,45,0.0
165,45,0.0
-13,45,0.0
166,45,0.0
167,45,0.0
168,45,0.0
169,45,0.0
170,45,0.0
171,45,0.0
172,45,0.0
173,45,0.0
174,45,0.0
175,45,0.0
153,45,0.0
152,45,0.0
151,45,0.0
150,45,0.0
-12,45,0.0
-11,45,0.0
-10,45,0.0
-9,45,0.0
-8,45,0.0
-7,45,0.0
-6,45,0.0
-5,45,0.0
-4,45,0.0
-3,45,0.0
31,45,0.0
49,45,0.0
50,45,0.0
66,45,0.0
69,45,0.0
138,45,0.0
139,45,0.0
143,45,0.0
144,45,0.0
145,45,0.0
146,45,0.0
-131,45,0.0
-133,45,0.0
-15,44,0.0
162,44,0.0
152,44,0.0
153,44,0.0
154,44,0.0
155,44,0.0
156,44,0.0
157,44,0.0
158,44,0.0
159,44,0.0
160,44,0.0
161,44,0.0
163,44,0.0
150,44,0.0
164,44,0.0
165,44,0.0
166,44,0.0
167,44,0.0
168,44,0.0
169,44,0.0
170,44,0.0
171,44,0.0
172,44,0.0
173,44,0.0
151,44,0.0
149,44,0.0
-134,45,0.0
-4,44,0.0
-14,44,0.0
-13,44,0.0
-12,44,0.0
-11,44,0.0
-10,44,0.0
-9,44,0.0
-8,44,0.0
-7,44,0.0
-6,44,0.0
-5,44,0.0
-3,44,0.0
148,44,0.0
30,44,0.0
31,44,0.0
32,44,0.0
36,44,0.0
48,44,0.0
49,44,0.0
137,44,0.0
138,44,0.0
139,44,0.0
140,44,0.0
174,44,0.0
175,44,0.0
176,44,0.0
-146,45,0.0
-156,45,0.0
-155,45,0.0
-154,45,0.0
-153,45,0.0
-152,45,0.0
-151,45,0.0
-150,45,0.0
-149,45,0.0
-148,45,0.0
-147,45,0.0
-145,45,0.0
177,44,0.0
-144,45,0.0
-143,45,0.0
-142,45,0.0
-141,45,0.0
-140,45,0.0
-139,45,0.0
-138,45,0.0
-137,45,0.0
-136,45,0.0
-135,45,0.0
-157,45,0.0
-158,45,0.0
-159,45,0.0
-160,45,0.0
178,44,0.0
-180,45,0.0
-179,45,0.0
-178,45,0.0
-177,45,0.0
-176,45,0.0
-175,45,0.0
-174,45,0.0
-173,45,0.0
-172,45,0.0
-171,45,0.0
-170,45,0.0
-169,45,0.0
-168,45,0.0
-167,45,0.0
-166,45,0.0
-165,45,0.0
-164,45,0.0
-163,45,0.0
-162,45,0.0
-161,45,0.0
-127,43,0.0
-129,43,0.0
-142,70,0.0
5,41,0.0
-18,41,0.0
-17,41,0.0
-16,41,0.0
-15,41,0.0
-14,41,0.0
-13,41,0.0
-12,41,0.0
-11,41,0.0
-10,41,0.0
4,41,0.0
6,41,0.0
-20,41,0.0
7,41,0.0
10,41,0.0
18,41,0.0
50,41,0.0
51,41,0.0
53,41,0.0
-37,5,0.0
131,41,0.0
132,41,0.0
133,41,0.0
-19,41,0.0
-21,41,0.0
-46,41,0.0
-34,41,0.0
-44,41,0.0
-43,41,0.0
-42,41,0.0
-41,41,0.0
-40,41,0.0
-39,41,0.0
-38,41,0.0
-37,41,0.0
-36,41,0.0
-35,41,0.0
-33,41,0.0
-22,41,0.0
-32,41,0.0
-31,41,0.0
-30,41,0.0
-29,41,0.0
-28,41,0.0
-27,41,0.0
-26,41,0.0
-25,41,0.0
-24,41,0.0
-23,41,0.0
134,41,0.0
135,41,0.0
136,41,0.0
177,41,0.0
167,41,0.0
168,41,0.0
169,41,0.0
170,41,0.0
171,41,0.0
172,41,0.0
173,41,0.0
174,41,0.0
175,41,0.0
176,41,0.0
178,41,0.0
137,41,0.0
-180,42,0.0
-179,42,0.0
-178,42,0.0
-177,42,0.0
-176,42,0.0
-175,42,0.0
-174,42,0.0
-173,42,0.0
-172,42,0.0
-171,42,0.0
166,41,0.0
165,41,0.0
164,41,0.0
163,41,0.0
138,41,0.0
142,41,0.0
144,41,0.0
145,41,0.0
146,41,0.0
147,41,0.0
148,41,0.0
149,41,0.0
150,41,0.0
151,41,0.0
152,41,0.0
153,41,0.0
154,41,0.0
155,41,0.0
156,41,0.0
157,41,0.0
158,41,0.0
159,41,0.0
160,41,0.0
161,41,0.0
162,41,0.0
-45,41,0.0
-47,41,0.0
-169,42,0.0
-167,41,0.0
-177,41,0.0
-176,41,0.0
-175,41,0.0
-174,41,0.0
-173,41,0.0
-172,41,0.0
-171,41,0.0
-170,41,0.0
-169,41,0.0
-168,41,0.0
-166,41,0.0
-179,41,0.0
-165,41,0.0
-164,41,0.0
-163,41,0.0
-162,41,0.0
-161,41,0.0
-160,41,0.0
-159,41,0.0
-158,41,0.0
-157,41,0.0
-156,41,0.0
-178,41,0.0
-180,41,0.0
-48,41,0.0
166,40,0.0
156,40,0.0
157,40,0.0
158,40,0.0
159,40,0.0
160,40,0.0
161,40,0.0
162,40,0.0
163,40,0.0
164,40,0.0
165,40,0.0
167,40,0.0
178,40,0.0
168,40,0.0
169,40,0.0
170,40,0.0
171,40,0.0
172,40,0.0
173,40,0.0
174,40,0.0
175,40,0.0
176,40,0.0
177,40,0.0
-155,41,0.0
-154,41,0.0
-153,41,0.0
-60,41,0.0
-126,41,0.0
-69,41,0.0
-68,41,0.0
-67,41,0.0
-66,41,0.0
-65,41,0.0
-64,41,0.0
-63,41,0.0
-62,41,0.0
-61,41,0.0
-59,41,0.0
-152,41,0.0
-58,41,0.0
-57,41,0.0
-56,41,0.0
-55,41,0.0
-54,41,0.0
-53,41,0.0
-52,41,0.0
-51,41,0.0
-50,41,0.0
-49,41,0.0
-127,41,0.0
-128,41,0.0
-129,41,0.0
-130,41,0.0
-151,41,0.0
-150,41,0.0
-149,41,0.0
-148,41,0.0
-147,41,0.0
-146,41,0.0
-145,41,0.0
-144,41,0.0
-143,41,0.0
-142,41,0.0
-141,41,0.0
-140,41,0.0
-139,41,0.0
-138,41,0.0
-137,41,0.0
-136,41,0.0
-135,41,0.0
-134,41,0.0
-133,41,0.0
-132,41,0.0
-131,41,0.0
-170,42,0.0
-168,42,0.0
-130,43,0.0
166,42,0.0
156,42,0.0
157,42,0.0
158,42,0.0
159,42,0.0
160,42,0.0
161,42,0.0
162,42,0.0
163,42,0.0
164,42,0.0
165,42,0.0
167,42,0.0
154,42,0.0
168,42,0.0
169,42,0.0
170,42,0.0
171,42,0.0
172,42,0.0
